Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O3,203,1.3916256157635467,29,1.206896551724138,85,1.7352941176470589
O3-no-tail-call-elim,206 (-3),1.4757281553398058 (-0.08410253957625913),52 (-23),2.3173076923076925 (-1.1104111405835546),95 (-10),1.7894736842105263 (-0.05417956656346745)
