Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,3636,1.5514301430143014,2619,1.5549828178694158,2018,1.8924677898909812
O0_fomit_frame_pointer,2170 (1466),1.9728110599078341 (-0.42138091689353274),2314 (305),1.5916162489196197 (-0.03663343105020389),1636 (382),1.8704156479217604 (0.022052141969220784)
O0_fshrink_wrap,3623 (13),1.586254485233232 (-0.034824342218930715),2687 (-68),1.5619650167473018 (-0.006982198877885981),2001 (17),1.937031484257871 (-0.044563694366889894)
