Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O0,17,25,137,0,23,30,32,0,0,5
O0_fomit_frame_pointer,10 (7; 41.2%),27 (-2; -8.0%),99 (38; 27.7%),0 (0; 0.0%),16 (7; 30.4%),24 (6; 20.0%),28 (4; 12.5%),0 (0; 0.0%),0 (0; 0.0%),1 (4; 80.0%)
O0_fshrink_wrap,16 (1; 5.9%),16 (9; 36.0%),133 (4; 2.9%),0 (0; 0.0%),21 (2; 8.7%),27 (3; 10.0%),30 (2; 6.2%),0 (0; 0.0%),0 (0; 0.0%),6 (-1; -20.0%)
