Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,7 of 11,26 of 35,13 of 17
O1_fcse_follow_jumps,7 (0),25 (1),12 (1)
O1_foptimize_sibling_calls,8 (-1),26 (0),11 (2)
O1_fpeephole2,9 (-2),26 (0),12 (1)
O1_fstore_merging,7 (0),25 (1),12 (1)
