Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O1,697, ,576, ,63, ,53
O1_fcse_follow_jumps,677,38.1%,573,29.0%,51,82.4%,51,98.0%
O1_foptimize_sibling_calls,696,34.3%,604,27.6%,45,71.1%,43,88.4%
O1_fpeephole2,697,52.7%,607,47.0%,57,87.7%,31,100.0%
O1_fstore_merging,715,35.8%,596,29.9%,56,60.7%,59,71.2%
