Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O1,576,1.7717013888888888,63,2.1984126984126986,53,2.518867924528302
O1_fcse_follow_jumps,573 (3),1.7172774869109948 (0.05442390197789404),51 (12),2.3333333333333335 (-0.13492063492063489),51 (2),2.6666666666666665 (-0.14779874213836441)
O1_foptimize_sibling_calls,604 (-28),1.7268211920529801 (0.044880196835908714),45 (18),1.9111111111111112 (0.2873015873015874),43 (10),2.5813953488372094 (-0.06252742430890734)
O1_fpeephole2,607 (-31),1.728171334431631 (0.04353005445725788),57 (6),1.105263157894737 (1.0931495405179616),31 (22),2.274193548387097 (0.24467437614120513)
O1_fstore_merging,596 (-20),1.825503355704698 (-0.05380196681580918),56 (7),2.3482142857142856 (-0.149801587301587),59 (-6),2.1779661016949152 (0.3409018228333869)
