Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O3,316, ,263, ,20, ,32
O3-no-tail-call-elim,322,42.2%,258,31.0%,34,76.5%,29,100.0%
