Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,65,1.4461538461538461,15,0.9666666666666667,6,2.1666666666666665
O1,101 (-36),1.3663366336633664 (0.07981721249047968),15 (0),1.0666666666666667 (-0.09999999999999998),0 (6),0.0 (2.1666666666666665)
O2,80 (-15),1.4875 (-0.04134615384615392),7 (8),0.5714285714285714 (0.3952380952380953),3 (3),0.6666666666666666 (1.5)
O3,82 (-17),1.4024390243902438 (0.04371482176360231),6 (9),0.16666666666666666 (0.8),8 (-2),1.625 (0.5416666666666665)
