Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O2,1161, ,827, ,169, ,155
O2_fipa_cp_clone,1160,35.3%,833,20.9%,158,72.2%,159,71.1%
