Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O2,1210,1.6537190082644628,401,1.6184538653366582,361,2.1274238227146816
O2_fipa_cp_clone,1188 (22),1.6578282828282829 (-0.004109274563820042),395 (6),1.589873417721519 (0.028580447615139226),343 (18),1.879008746355685 (0.2484150763589965)
