Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,113, ,86, ,18, ,8
O1,151,83.4%,127,80.3%,5,100.0%,15,100.0%
O2,134,79.9%,122,77.9%,6,100.0%,4,100.0%
O3,136,80.1%,116,76.7%,8,100.0%,11,100.0%
