Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,2267,1.8405381561535068,2127,2.125293841090738,3606,2.187465335551858
O0_fomit_frame_pointer,2707 (-440),2.009420022164758 (-0.1688818660112512),1841 (286),2.0255296034763717 (0.09976423761436637),3859 (-253),2.029023062969681 (0.1584422725821768)
O0_tailcallelim,2511 (-244),1.9860613301473518 (-0.14552317399384496),2113 (14),1.9351632749645054 (0.1901305661262327),3224 (382),2.169509925558313 (0.017955409993545057)
