Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,8146, ,2267, ,2127, ,3606
O0_fomit_frame_pointer,8562,90.2%,2707,96.1%,1841,95.8%,3859,83.2%
O0_tailcallelim,8062,93.4%,2511,88.5%,2113,96.7%,3224,94.7%
