Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,4475, ,1863, ,1199, ,1345
O1,5928,94.5%,2925,93.4%,1507,95.2%,1389,95.8%
O2,5728,94.6%,3046,93.8%,1495,95.6%,1086,95.4%
O3,5709,94.4%,3121,93.6%,1348,95.4%,1136,95.3%
