Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,1863,1.9334406870638754,1199,1.5404503753127607,1345,1.491449814126394
O1,2925 (-1062),1.7523076923076923 (0.18113299475618305),1507 (-308),1.1675514266755143 (0.3728989486372465),1389 (-44),1.607631389488841 (-0.11618157536244689)
O2,3046 (-1183),1.7142153644123441 (0.21922532265153127),1495 (-296),1.1759197324414716 (0.3645306428712891),1086 (259),1.5612338858195212 (-0.06978407169312706)
O3,3121 (-1258),1.7638577379045177 (0.16958294915935768),1348 (-149),1.0793768545994065 (0.4610735207133543),1136 (209),1.659330985915493 (-0.1678811717890989)
