Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O3,3121,1.7638577379045177,1348,1.0793768545994065,1136,1.659330985915493
O3-no-tail-call-elim,3108 (13),1.6853281853281854 (0.07852955257633232),2117 (-769),1.3323098724610298 (-0.25293301786162337),2041 (-905),1.4561489465948065 (0.20318203932068646)
