Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,294, ,183, ,23, ,84
O1,374,92.5%,302,91.7%,21,100.0%,50,94.0%
O2,341,90.9%,225,88.9%,32,100.0%,82,92.7%
O3,318,89.6%,203,86.7%,29,100.0%,85,92.9%
