Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,6 of 11,10 of 35,5 of 17
O1,7 (-1),28 (-18),10 (-5)
O2,7 (-1),28 (-18),12 (-7)
O3,7 (-1),26 (-16),10 (-5)
