Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,7 of 11,23 of 35,8 of 17
O1_fcse_follow_jumps,7 (0),23 (0),7 (1)
O1_foptimize_sibling_calls,7 (0),24 (-1),7 (1)
O1_fpeephole2,7 (0),25 (-2),8 (0)
O1_fstore_merging,7 (0),24 (-1),7 (1)
