Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,8 of 11,29 of 35,12 of 17
O1-constmerge,7 (1),21 (8),9 (3)
O1-elim-avail-extern,7 (1),21 (8),9 (3)
O1-gvn,7 (1),21 (8),9 (3)
O1-inline,7 (1),21 (8),9 (3)
O1-mldst-motion,7 (1),21 (8),9 (3)
O1-slp-vectorizer,7 (1),21 (8),9 (3)
